Year,Month,Hour,Weekday Name,ATC_Code,Quantity_Sold
2014,1,248,Thursday,M01AB,0.0
2014,1,276,Friday,M01AB,8.0
2014,1,276,Saturday,M01AB,2.0
2014,1,276,Sunday,M01AB,4.0
2014,1,276,Monday,M01AB,5.0
2014,1,276,Tuesday,M01AB,0.0
2014,1,276,Wednesday,M01AB,5.33
2014,1,276,Thursday,M01AB,7.0
2014,1,276,Friday,M01AB,5.0
2014,1,276,Saturday,M01AB,5.0
2014,1,276,Sunday,M01AB,2.0
2014,1,276,Monday,M01AB,7.34
2014,1,276,Tuesday,M01AB,6.0
2014,1,276,Wednesday,M01AB,4.0
2014,1,276,Thursday,M01AB,6.0
2014,1,276,Friday,M01AB,2.0
2014,1,276,Saturday,M01AB,1.0
2014,1,276,Sunday,M01AB,4.33
2014,1,276,Monday,M01AB,6.0
2014,1,276,Tuesday,M01AB,2.0
2014,1,276,Wednesday,M01AB,7.0
2014,1,276,Thursday,M01AB,4.0
2014,1,276,Friday,M01AB,4.67
2014,1,276,Saturday,M01AB,6.0
2014,1,276,Sunday,M01AB,4.33
2014,1,276,Monday,M01AB,4.34
2014,1,276,Tuesday,M01AB,6.0
2014,1,276,Wednesday,M01AB,5.33
2014,1,276,Thursday,M01AB,3.02
2014,1,276,Friday,M01AB,1.0
2014,2,276,Saturday,M01AB,4.33
2014,2,276,Sunday,M01AB,7.0
2014,2,276,Monday,M01AB,5.0
2014,2,276,Tuesday,M01AB,1.33
2014,2,276,Wednesday,M01AB,3.0
2014,2,276,Thursday,M01AB,3.33
2014,2,276,Friday,M01AB,2.66
2014,2,276,Saturday,M01AB,3.33
2014,2,276,Sunday,M01AB,4.0
2014,2,276,Monday,M01AB,5.0
2014,2,276,Tuesday,M01AB,10.0
2014,2,276,Wednesday,M01AB,9.0
2014,2,276,Thursday,M01AB,4.33
2014,2,276,Friday,M01AB,4.0
2014,2,276,Saturday,M01AB,1.0
2014,2,276,Sunday,M01AB,0.0
2014,2,276,Monday,M01AB,7.34
2014,2,276,Tuesday,M01AB,7.34
2014,2,276,Wednesday,M01AB,3.33
2014,2,276,Thursday,M01AB,7.0
2014,2,276,Friday,M01AB,6.0
2014,2,276,Saturday,M01AB,7.0
2014,2,276,Sunday,M01AB,1.0
2014,2,276,Monday,M01AB,7.0
2014,2,276,Tuesday,M01AB,5.0
2014,2,276,Wednesday,M01AB,5.0
2014,2,276,Thursday,M01AB,3.0
2014,2,276,Friday,M01AB,7.0
2014,3,276,Saturday,M01AB,6.34
2014,3,276,Sunday,M01AB,3.34
2014,3,276,Monday,M01AB,4.0
2014,3,276,Tuesday,M01AB,5.34
2014,3,276,Wednesday,M01AB,3.34
2014,3,276,Thursday,M01AB,3.0
2014,3,276,Friday,M01AB,4.0
2014,3,276,Saturday,M01AB,4.34
2014,3,276,Sunday,M01AB,1.0
2014,3,276,Monday,M01AB,6.68
2014,3,276,Tuesday,M01AB,6.0
2014,3,276,Wednesday,M01AB,6.34
2014,3,276,Thursday,M01AB,2.31
2014,3,276,Friday,M01AB,4.34
2014,3,276,Saturday,M01AB,4.0
2014,3,276,Sunday,M01AB,2.68
2014,3,276,Monday,M01AB,8.68
2014,3,276,Tuesday,M01AB,8.0
2014,3,276,Wednesday,M01AB,4.0
2014,3,276,Thursday,M01AB,3.0
2014,3,276,Friday,M01AB,6.0
2014,3,276,Saturday,M01AB,3.34
2014,3,276,Sunday,M01AB,6.34
2014,3,276,Monday,M01AB,5.68
2014,3,276,Tuesday,M01AB,4.0
2014,3,276,Wednesday,M01AB,2.34
2014,3,276,Thursday,M01AB,4.0
2014,3,276,Friday,M01AB,2.67
2014,3,276,Saturday,M01AB,4.0
2014,3,276,Sunday,M01AB,3.0
2014,3,276,Monday,M01AB,5.34
2014,4,276,Tuesday,M01AB,4.34
2014,4,276,Wednesday,M01AB,2.0
2014,4,276,Thursday,M01AB,1.0
2014,4,276,Friday,M01AB,3.0
2014,4,276,Saturday,M01AB,2.0
2014,4,276,Sunday,M01AB,2.0
2014,4,276,Monday,M01AB,6.34
2014,4,276,Tuesday,M01AB,4.34
2014,4,276,Wednesday,M01AB,6.0
2014,4,276,Thursday,M01AB,3.33
2014,4,276,Friday,M01AB,6.0
2014,4,276,Saturday,M01AB,7.02
2014,4,276,Sunday,M01AB,3.0
2014,4,276,Monday,M01AB,1.34
2014,4,276,Tuesday,M01AB,4.34
2014,4,276,Wednesday,M01AB,2.0
2014,4,276,Thursday,M01AB,5.34
2014,4,276,Friday,M01AB,7.0
2014,4,276,Saturday,M01AB,7.34
2014,4,276,Sunday,M01AB,0.0
2014,4,276,Monday,M01AB,1.34
2014,4,276,Tuesday,M01AB,5.34
2014,4,276,Wednesday,M01AB,6.34
2014,4,276,Thursday,M01AB,2.0
2014,4,276,Friday,M01AB,3.0
2014,4,276,Saturday,M01AB,4.34
2014,4,276,Sunday,M01AB,4.0
2014,4,276,Monday,M01AB,1.34
2014,4,276,Tuesday,M01AB,3.33
2014,4,276,Wednesday,M01AB,4.34
2014,5,276,Thursday,M01AB,0.0
2014,5,276,Friday,M01AB,7.34
2014,5,276,Saturday,M01AB,4.0
2014,5,276,Sunday,M01AB,1.67
2014,5,276,Monday,M01AB,3.0
2014,5,276,Tuesday,M01AB,7.34
2014,5,276,Wednesday,M01AB,3.33
2014,5,276,Thursday,M01AB,2.0
2014,5,276,Friday,M01AB,2.0
2014,5,276,Saturday,M01AB,5.0
2014,5,276,Sunday,M01AB,2.0
2014,5,276,Monday,M01AB,4.34
2014,5,276,Tuesday,M01AB,3.68
2014,5,276,Wednesday,M01AB,1.0
2014,5,276,Thursday,M01AB,2.34
2014,5,276,Friday,M01AB,5.34
2014,5,276,Saturday,M01AB,2.34
2014,5,276,Sunday,M01AB,3.34
2014,5,276,Monday,M01AB,8.34
2014,5,276,Tuesday,M01AB,1.0
2014,5,276,Wednesday,M01AB,2.0
2014,5,276,Thursday,M01AB,3.68
2014,5,276,Friday,M01AB,5.0
2014,5,276,Saturday,M01AB,3.0
2014,5,276,Sunday,M01AB,2.0
2014,5,276,Monday,M01AB,2.68
2014,5,276,Tuesday,M01AB,0.0
2014,5,276,Wednesday,M01AB,1.34
2014,5,276,Thursday,M01AB,4.0
2014,5,276,Friday,M01AB,3.02
2014,5,276,Saturday,M01AB,5.67
2014,6,276,Sunday,M01AB,1.0
2014,6,276,Monday,M01AB,4.0
2014,6,276,Tuesday,M01AB,3.0
2014,6,276,Wednesday,M01AB,1.0
2014,6,276,Thursday,M01AB,0.34
2014,6,276,Friday,M01AB,5.0
2014,6,276,Saturday,M01AB,9.0
2014,6,276,Sunday,M01AB,1.0
2014,6,276,Monday,M01AB,6.33
2014,6,276,Tuesday,M01AB,8.68
2014,6,276,Wednesday,M01AB,4.34
2014,6,276,Thursday,M01AB,4.34
2014,6,276,Friday,M01AB,1.0
2014,6,276,Saturday,M01AB,4.0
2014,6,276,Sunday,M01AB,0.34
2014,6,276,Monday,M01AB,4.34
2014,6,276,Tuesday,M01AB,5.0
2014,6,276,Wednesday,M01AB,2.0
2014,6,276,Thursday,M01AB,3.0
2014,6,276,Friday,M01AB,7.34
2014,6,276,Saturday,M01AB,6.0
2014,6,276,Sunday,M01AB,4.0
2014,6,276,Monday,M01AB,2.34
2014,6,276,Tuesday,M01AB,3.0
2014,6,276,Wednesday,M01AB,8.0
2014,6,276,Thursday,M01AB,3.0
2014,6,276,Friday,M01AB,4.34
2014,6,276,Saturday,M01AB,0.34
2014,6,276,Sunday,M01AB,0.0
2014,6,276,Monday,M01AB,6.0
2014,7,276,Tuesday,M01AB,4.34
2014,7,276,Wednesday,M01AB,3.0
2014,7,276,Thursday,M01AB,2.33
2014,7,276,Friday,M01AB,4.34
2014,7,276,Saturday,M01AB,3.34
2014,7,276,Sunday,M01AB,4.0
2014,7,276,Monday,M01AB,2.0
2014,7,276,Tuesday,M01AB,6.34
2014,7,276,Wednesday,M01AB,3.0
2014,7,276,Thursday,M01AB,2.33
2014,7,276,Friday,M01AB,2.0
2014,7,276,Saturday,M01AB,8.34
2014,7,276,Sunday,M01AB,2.0
2014,7,276,Monday,M01AB,5.0
2014,7,276,Tuesday,M01AB,3.34
2014,7,276,Wednesday,M01AB,4.0
2014,7,276,Thursday,M01AB,2.0
2014,7,276,Friday,M01AB,9.0
2014,7,276,Saturday,M01AB,7.33
2014,7,276,Sunday,M01AB,3.0
2014,7,276,Monday,M01AB,3.0
2014,7,276,Tuesday,M01AB,5.0
2014,7,276,Wednesday,M01AB,2.67
2014,7,276,Thursday,M01AB,5.34
2014,7,276,Friday,M01AB,5.0
2014,7,276,Saturday,M01AB,4.0
2014,7,276,Sunday,M01AB,3.0
2014,7,276,Monday,M01AB,2.0
2014,7,276,Tuesday,M01AB,2.34
2014,7,276,Wednesday,M01AB,0.68
2014,7,276,Thursday,M01AB,3.0
2014,8,276,Friday,M01AB,2.0
2014,8,276,Saturday,M01AB,5.0
2014,8,276,Sunday,M01AB,5.0
2014,8,276,Monday,M01AB,4.0
2014,8,276,Tuesday,M01AB,2.0
2014,8,276,Wednesday,M01AB,6.0
2014,8,276,Thursday,M01AB,3.34
2014,8,276,Friday,M01AB,5.02
2014,8,276,Saturday,M01AB,4.0
2014,8,276,Sunday,M01AB,4.0
2014,8,276,Monday,M01AB,8.0
2014,8,276,Tuesday,M01AB,0.0
2014,8,276,Wednesday,M01AB,1.34
2014,8,276,Thursday,M01AB,4.0
2014,8,276,Friday,M01AB,4.34
2014,8,276,Saturday,M01AB,8.0
2014,8,276,Sunday,M01AB,0.34
2014,8,276,Monday,M01AB,4.34
2014,8,276,Tuesday,M01AB,11.34
2014,8,276,Wednesday,M01AB,5.34
2014,8,276,Thursday,M01AB,3.0
2014,8,276,Friday,M01AB,6.34
2014,8,276,Saturday,M01AB,3.0
2014,8,276,Sunday,M01AB,3.0
2014,8,276,Monday,M01AB,4.01
2014,8,276,Tuesday,M01AB,2.34
2014,8,276,Wednesday,M01AB,3.34
2014,8,276,Thursday,M01AB,2.34
2014,8,276,Friday,M01AB,6.34
2014,8,276,Saturday,M01AB,3.68
2014,8,276,Sunday,M01AB,0.0
2014,9,276,Monday,M01AB,3.34
2014,9,276,Tuesday,M01AB,2.34
2014,9,276,Wednesday,M01AB,7.0
2014,9,276,Thursday,M01AB,5.68
2014,9,276,Friday,M01AB,4.0
2014,9,276,Saturday,M01AB,5.34
2014,9,276,Sunday,M01AB,2.0
2014,9,276,Monday,M01AB,1.0
2014,9,276,Tuesday,M01AB,6.34
2014,9,276,Wednesday,M01AB,4.34
2014,9,276,Thursday,M01AB,0.0
2014,9,276,Friday,M01AB,2.68
2014,9,276,Saturday,M01AB,3.0
2014,9,276,Sunday,M01AB,1.34
2014,9,276,Monday,M01AB,1.34
2014,9,276,Tuesday,M01AB,4.0
2014,9,276,Wednesday,M01AB,2.34
2014,9,276,Thursday,M01AB,3.0
2014,9,276,Friday,M01AB,2.0
2014,9,276,Saturday,M01AB,4.34
2014,9,276,Sunday,M01AB,1.0
2014,9,276,Monday,M01AB,3.34
2014,9,276,Tuesday,M01AB,3.0
2014,9,276,Wednesday,M01AB,6.0
2014,9,276,Thursday,M01AB,4.68
2014,9,276,Friday,M01AB,4.0
2014,9,276,Saturday,M01AB,4.0
2014,9,276,Sunday,M01AB,0.34
2014,9,276,Monday,M01AB,7.0
2014,9,276,Tuesday,M01AB,10.0
2014,10,276,Wednesday,M01AB,2.34
2014,10,276,Thursday,M01AB,2.0
2014,10,276,Friday,M01AB,4.33
2014,10,276,Saturday,M01AB,4.68
2014,10,276,Sunday,M01AB,2.0
2014,10,276,Monday,M01AB,5.34
2014,10,276,Tuesday,M01AB,3.0
2014,10,276,Wednesday,M01AB,3.68
2014,10,276,Thursday,M01AB,1.0
2014,10,276,Friday,M01AB,4.34
2014,10,276,Saturday,M01AB,3.34
2014,10,276,Sunday,M01AB,3.0
2014,10,276,Monday,M01AB,1.68
2014,10,276,Tuesday,M01AB,3.0
2014,10,276,Wednesday,M01AB,1.33
2014,10,276,Thursday,M01AB,6.775
2014,10,276,Friday,M01AB,3.0
2014,10,276,Saturday,M01AB,4.0
2014,10,276,Sunday,M01AB,3.33
2014,10,276,Monday,M01AB,3.34
2014,10,276,Tuesday,M01AB,2.34
2014,10,276,Wednesday,M01AB,3.33
2014,10,276,Thursday,M01AB,1.34
2014,10,276,Friday,M01AB,3.67
2014,10,276,Saturday,M01AB,2.33
2014,10,276,Sunday,M01AB,3.34
2014,10,276,Monday,M01AB,8.34
2014,10,276,Tuesday,M01AB,4.0
2014,10,276,Wednesday,M01AB,5.0
2014,10,276,Thursday,M01AB,0.0
2014,10,276,Friday,M01AB,2.0
2014,11,276,Saturday,M01AB,2.33
2014,11,276,Sunday,M01AB,4.0
2014,11,276,Monday,M01AB,7.0
2014,11,276,Tuesday,M01AB,6.33
2014,11,276,Wednesday,M01AB,0.0
2014,11,276,Thursday,M01AB,6.0
2014,11,276,Friday,M01AB,6.0
2014,11,276,Saturday,M01AB,12.0
2014,11,276,Sunday,M01AB,3.34
2014,11,276,Monday,M01AB,1.0
2014,11,276,Tuesday,M01AB,8.0
2014,11,276,Wednesday,M01AB,3.0
2014,11,276,Thursday,M01AB,8.0
2014,11,276,Friday,M01AB,5.34
2014,11,276,Saturday,M01AB,4.33
2014,11,276,Sunday,M01AB,2.0
2014,11,276,Monday,M01AB,9.0
2014,11,276,Tuesday,M01AB,2.67
2014,11,276,Wednesday,M01AB,1.34
2014,11,276,Thursday,M01AB,4.0
2014,11,276,Friday,M01AB,1.34
2014,11,276,Saturday,M01AB,6.0
2014,11,276,Sunday,M01AB,4.0
2014,11,276,Monday,M01AB,4.0
2014,11,276,Tuesday,M01AB,5.36
2014,11,276,Wednesday,M01AB,3.0
2014,11,276,Thursday,M01AB,7.0
2014,11,276,Friday,M01AB,3.02
2014,11,276,Saturday,M01AB,3.0
2014,11,276,Sunday,M01AB,5.68
2014,12,276,Monday,M01AB,4.34
2014,12,276,Tuesday,M01AB,6.99
2014,12,276,Wednesday,M01AB,4.0
2014,12,276,Thursday,M01AB,3.0
2014,12,276,Friday,M01AB,2.02
2014,12,276,Saturday,M01AB,3.34
2014,12,276,Sunday,M01AB,5.0
2014,12,276,Monday,M01AB,1.0
2014,12,276,Tuesday,M01AB,1.0
2014,12,276,Wednesday,M01AB,3.34
2014,12,276,Thursday,M01AB,2.34
2014,12,276,Friday,M01AB,6.34
2014,12,276,Saturday,M01AB,1.0
2014,12,276,Sunday,M01AB,10.0
2014,12,276,Monday,M01AB,5.34
2014,12,276,Tuesday,M01AB,6.34
2014,12,276,Wednesday,M01AB,3.0
2014,12,276,Thursday,M01AB,5.0
2014,12,276,Friday,M01AB,0.0
2014,12,276,Saturday,M01AB,1.0
2014,12,276,Sunday,M01AB,4.33
2014,12,276,Monday,M01AB,3.34
2014,12,276,Tuesday,M01AB,10.5
2014,12,276,Wednesday,M01AB,1.0
2014,12,276,Thursday,M01AB,8.34
2014,12,276,Friday,M01AB,3.33
2014,12,276,Saturday,M01AB,7.33
2014,12,276,Sunday,M01AB,2.34
2014,12,276,Monday,M01AB,2.33
2014,12,276,Tuesday,M01AB,9.0
2014,12,276,Wednesday,M01AB,5.67
2015,1,276,Thursday,M01AB,0.0
2015,1,276,Friday,M01AB,6.0
2015,1,276,Saturday,M01AB,9.0
2015,1,276,Sunday,M01AB,4.68
2015,1,276,Monday,M01AB,2.34
2015,1,276,Tuesday,M01AB,3.0
2015,1,276,Wednesday,M01AB,0.0
2015,1,276,Thursday,M01AB,2.0
2015,1,276,Friday,M01AB,3.0
2015,1,276,Saturday,M01AB,6.0
2015,1,276,Sunday,M01AB,3.0
2015,1,276,Monday,M01AB,2.33
2015,1,276,Tuesday,M01AB,10.34
2015,1,276,Wednesday,M01AB,3.0
2015,1,276,Thursday,M01AB,6.67
2015,1,276,Friday,M01AB,6.33
2015,1,276,Saturday,M01AB,6.68
2015,1,276,Sunday,M01AB,4.0
2015,1,276,Monday,M01AB,5.34
2015,1,276,Tuesday,M01AB,4.34
2015,1,276,Wednesday,M01AB,4.0
2015,1,276,Thursday,M01AB,4.0
2015,1,276,Friday,M01AB,3.67
2015,1,276,Saturday,M01AB,4.34
2015,1,276,Sunday,M01AB,4.0
2015,1,276,Monday,M01AB,8.5
2015,1,276,Tuesday,M01AB,2.67
2015,1,276,Wednesday,M01AB,3.0
2015,1,276,Thursday,M01AB,4.34
2015,1,276,Friday,M01AB,1.0
2015,1,276,Saturday,M01AB,8.34
2015,2,276,Sunday,M01AB,4.34
2015,2,276,Monday,M01AB,6.0
2015,2,276,Tuesday,M01AB,3.33
2015,2,276,Wednesday,M01AB,2.34
2015,2,276,Thursday,M01AB,2.0
2015,2,276,Friday,M01AB,3.33
2015,2,276,Saturday,M01AB,2.0
2015,2,276,Sunday,M01AB,1.34
2015,2,276,Monday,M01AB,3.33
2015,2,276,Tuesday,M01AB,3.66
2015,2,276,Wednesday,M01AB,3.0
2015,2,276,Thursday,M01AB,3.0
2015,2,276,Friday,M01AB,6.01
2015,2,276,Saturday,M01AB,4.33
2015,2,276,Sunday,M01AB,11.68
2015,2,276,Monday,M01AB,3.01
2015,2,276,Tuesday,M01AB,5.33
2015,2,276,Wednesday,M01AB,1.0
2015,2,276,Thursday,M01AB,2.0
2015,2,276,Friday,M01AB,5.33
2015,2,276,Saturday,M01AB,3.0
2015,2,276,Sunday,M01AB,2.0
2015,2,276,Monday,M01AB,5.0
2015,2,276,Tuesday,M01AB,3.68
2015,2,276,Wednesday,M01AB,7.0
2015,2,276,Thursday,M01AB,6.0
2015,2,276,Friday,M01AB,6.33
2015,2,276,Saturday,M01AB,6.34
2015,3,276,Sunday,M01AB,9.0
2015,3,276,Monday,M01AB,6.67
2015,3,276,Tuesday,M01AB,8.0
2015,3,276,Wednesday,M01AB,9.68
2015,3,276,Thursday,M01AB,6.0
2015,3,276,Friday,M01AB,2.0
2015,3,276,Saturday,M01AB,3.33
2015,3,276,Sunday,M01AB,6.0
2015,3,276,Monday,M01AB,2.0
2015,3,276,Tuesday,M01AB,1.34
2015,3,276,Wednesday,M01AB,11.0
2015,3,276,Thursday,M01AB,2.68
2015,3,276,Friday,M01AB,4.0
2015,3,276,Saturday,M01AB,2.66
2015,3,276,Sunday,M01AB,3.34
2015,3,276,Monday,M01AB,8.0
2015,3,276,Tuesday,M01AB,5.0
2015,3,276,Wednesday,M01AB,7.33
2015,3,276,Thursday,M01AB,2.0
2015,3,276,Friday,M01AB,1.0
2015,3,276,Saturday,M01AB,10.33
2015,3,276,Sunday,M01AB,8.34
2015,3,276,Monday,M01AB,2.0
2015,3,276,Tuesday,M01AB,4.0
2015,3,276,Wednesday,M01AB,3.68
2015,3,276,Thursday,M01AB,5.0
2015,3,276,Friday,M01AB,3.0
2015,3,276,Saturday,M01AB,1.33
2015,3,276,Sunday,M01AB,6.0
2015,3,276,Monday,M01AB,6.33
2015,3,276,Tuesday,M01AB,5.0
2015,4,276,Wednesday,M01AB,6.34
2015,4,276,Thursday,M01AB,5.0
2015,4,276,Friday,M01AB,5.33
2015,4,276,Saturday,M01AB,3.67
2015,4,276,Sunday,M01AB,3.34
2015,4,276,Monday,M01AB,7.33
2015,4,276,Tuesday,M01AB,6.0
2015,4,276,Wednesday,M01AB,4.0
2015,4,276,Thursday,M01AB,1.33
2015,4,276,Friday,M01AB,9.84
2015,4,276,Saturday,M01AB,11.68
2015,4,276,Sunday,M01AB,0.0
2015,4,276,Monday,M01AB,6.67
2015,4,276,Tuesday,M01AB,4.66
2015,4,276,Wednesday,M01AB,2.0
2015,4,276,Thursday,M01AB,2.34
2015,4,276,Friday,M01AB,9.33
2015,4,276,Saturday,M01AB,7.33
2015,4,276,Sunday,M01AB,9.32
2015,4,276,Monday,M01AB,3.0
2015,4,276,Tuesday,M01AB,6.33
2015,4,276,Wednesday,M01AB,1.33
2015,4,276,Thursday,M01AB,4.0
2015,4,276,Friday,M01AB,10.0
2015,4,276,Saturday,M01AB,5.0
2015,4,276,Sunday,M01AB,7.0
2015,4,276,Monday,M01AB,3.0
2015,4,276,Tuesday,M01AB,4.33
2015,4,276,Wednesday,M01AB,2.0
2015,4,276,Thursday,M01AB,3.0
2015,5,276,Friday,M01AB,5.34
2015,5,276,Saturday,M01AB,5.0
2015,5,276,Sunday,M01AB,6.67
2015,5,276,Monday,M01AB,4.0
2015,5,276,Tuesday,M01AB,3.34
2015,5,276,Wednesday,M01AB,4.66
2015,5,276,Thursday,M01AB,2.0
2015,5,276,Friday,M01AB,1.0
2015,5,276,Saturday,M01AB,3.66
2015,5,276,Sunday,M01AB,3.34
2015,5,276,Monday,M01AB,3.33
2015,5,276,Tuesday,M01AB,7.33
2015,5,276,Wednesday,M01AB,8.0
2015,5,276,Thursday,M01AB,3.0
2015,5,276,Friday,M01AB,3.34
2015,5,276,Saturday,M01AB,5.0
2015,5,276,Sunday,M01AB,5.0
2015,5,276,Monday,M01AB,7.0
2015,5,276,Tuesday,M01AB,3.0
2015,5,276,Wednesday,M01AB,5.67
2015,5,276,Thursday,M01AB,6.0
2015,5,276,Friday,M01AB,3.0
2015,5,276,Saturday,M01AB,5.68
2015,5,276,Sunday,M01AB,5.33
2015,5,276,Monday,M01AB,9.66
2015,5,276,Tuesday,M01AB,7.34
2015,5,276,Wednesday,M01AB,4.0
2015,5,276,Thursday,M01AB,6.0
2015,5,276,Friday,M01AB,6.33
2015,5,276,Saturday,M01AB,14.0
2015,5,276,Sunday,M01AB,3.0
2015,6,276,Monday,M01AB,4.66
2015,6,276,Tuesday,M01AB,8.33
2015,6,276,Wednesday,M01AB,5.0
2015,6,276,Thursday,M01AB,2.33
2015,6,276,Friday,M01AB,5.0
2015,6,276,Saturday,M01AB,3.68
2015,6,276,Sunday,M01AB,6.34
2015,6,276,Monday,M01AB,6.0
2015,6,276,Tuesday,M01AB,3.0
2015,6,276,Wednesday,M01AB,4.34
2015,6,276,Thursday,M01AB,6.0
2015,6,276,Friday,M01AB,1.67
2015,6,276,Saturday,M01AB,2.33
2015,6,276,Sunday,M01AB,5.0
2015,6,276,Monday,M01AB,4.0
2015,6,276,Tuesday,M01AB,7.0
2015,6,276,Wednesday,M01AB,3.66
2015,6,276,Thursday,M01AB,3.0
2015,6,276,Friday,M01AB,5.33
2015,6,276,Saturday,M01AB,9.34
2015,6,276,Sunday,M01AB,9.34
2015,6,276,Monday,M01AB,5.17
2015,6,276,Tuesday,M01AB,4.67
2015,6,276,Wednesday,M01AB,3.83
2015,6,276,Thursday,M01AB,6.33
2015,6,276,Friday,M01AB,7.17
2015,6,276,Saturday,M01AB,7.33
2015,6,276,Sunday,M01AB,5.34
2015,6,276,Monday,M01AB,5.68
2015,6,276,Tuesday,M01AB,1.0
2015,7,276,Wednesday,M01AB,8.83
2015,7,276,Thursday,M01AB,3.0
2015,7,276,Friday,M01AB,5.5
2015,7,276,Saturday,M01AB,7.35
2015,7,276,Sunday,M01AB,5.0
2015,7,276,Monday,M01AB,5.5
2015,7,276,Tuesday,M01AB,4.84
2015,7,276,Wednesday,M01AB,2.0
2015,7,276,Thursday,M01AB,2.34
2015,7,276,Friday,M01AB,5.5
2015,7,276,Saturday,M01AB,4.0
2015,7,276,Sunday,M01AB,6.33
2015,7,276,Monday,M01AB,3.68
2015,7,276,Tuesday,M01AB,0.34
2015,7,276,Wednesday,M01AB,8.49
2015,7,276,Thursday,M01AB,8.34
2015,7,276,Friday,M01AB,2.5
2015,7,276,Saturday,M01AB,3.68
2015,7,276,Sunday,M01AB,11.68
2015,7,276,Monday,M01AB,5.84
2015,7,276,Tuesday,M01AB,4.68
2015,7,276,Wednesday,M01AB,9.33
2015,7,276,Thursday,M01AB,1.5
2015,7,276,Friday,M01AB,6.0
2015,7,276,Saturday,M01AB,4.0
2015,7,276,Sunday,M01AB,5.0
2015,7,276,Monday,M01AB,7.34
2015,7,276,Tuesday,M01AB,14.18
2015,7,276,Wednesday,M01AB,10.34
2015,7,276,Thursday,M01AB,3.0
2015,7,276,Friday,M01AB,5.5
2015,8,276,Saturday,M01AB,5.0
2015,8,276,Sunday,M01AB,5.0
2015,8,276,Monday,M01AB,1.5
2015,8,276,Tuesday,M01AB,6.34
2015,8,276,Wednesday,M01AB,5.0
2015,8,276,Thursday,M01AB,5.33
2015,8,276,Friday,M01AB,4.33
2015,8,276,Saturday,M01AB,6.33
2015,8,276,Sunday,M01AB,5.0
2015,8,276,Monday,M01AB,3.67
2015,8,276,Tuesday,M01AB,12.33
2015,8,276,Wednesday,M01AB,8.67
2015,8,276,Thursday,M01AB,8.0
2015,8,276,Friday,M01AB,3.0
2015,8,276,Saturday,M01AB,3.34
2015,8,276,Sunday,M01AB,2.0
2015,8,276,Monday,M01AB,8.0
2015,8,276,Tuesday,M01AB,6.01
2015,8,276,Wednesday,M01AB,6.33
2015,8,276,Thursday,M01AB,3.5
2015,8,276,Friday,M01AB,6.0
2015,8,276,Saturday,M01AB,2.34
2015,8,276,Sunday,M01AB,8.99
2015,8,276,Monday,M01AB,8.5
2015,8,276,Tuesday,M01AB,2.34
2015,8,276,Wednesday,M01AB,2.67
2015,8,276,Thursday,M01AB,9.33
2015,8,276,Friday,M01AB,7.0
2015,8,276,Saturday,M01AB,10.84
2015,8,276,Sunday,M01AB,11.0
2015,8,276,Monday,M01AB,4.0
2015,9,276,Tuesday,M01AB,8.18
2015,9,276,Wednesday,M01AB,5.33
2015,9,276,Thursday,M01AB,1.34
2015,9,276,Friday,M01AB,3.34
2015,9,276,Saturday,M01AB,8.83
2015,9,276,Sunday,M01AB,8.33
2015,9,276,Monday,M01AB,4.34
2015,9,276,Tuesday,M01AB,2.67
2015,9,276,Wednesday,M01AB,2.0
2015,9,276,Thursday,M01AB,6.0
2015,9,276,Friday,M01AB,11.33
2015,9,276,Saturday,M01AB,4.66
2015,9,276,Sunday,M01AB,7.33
2015,9,276,Monday,M01AB,4.68
2015,9,276,Tuesday,M01AB,3.33
2015,9,276,Wednesday,M01AB,0.67
2015,9,276,Thursday,M01AB,9.83
2015,9,276,Friday,M01AB,3.34
2015,9,276,Saturday,M01AB,6.83
2015,9,276,Sunday,M01AB,9.99
2015,9,276,Monday,M01AB,2.0
2015,9,276,Tuesday,M01AB,6.99
2015,9,276,Wednesday,M01AB,6.16
2015,9,276,Thursday,M01AB,2.99
2015,9,276,Friday,M01AB,4.83
2015,9,276,Saturday,M01AB,12.42
2015,9,276,Sunday,M01AB,5.83
2015,9,276,Monday,M01AB,1.0
2015,9,276,Tuesday,M01AB,6.33
2015,9,276,Wednesday,M01AB,5.32
2015,10,276,Thursday,M01AB,9.66
2015,10,276,Friday,M01AB,5.0
2015,10,276,Saturday,M01AB,10.34
2015,10,276,Sunday,M01AB,7.0
2015,10,276,Monday,M01AB,5.0
2015,10,276,Tuesday,M01AB,5.69
2015,10,276,Wednesday,M01AB,7.33
2015,10,276,Thursday,M01AB,8.82
2015,10,276,Friday,M01AB,2.0
2015,10,276,Saturday,M01AB,6.16
2015,10,276,Sunday,M01AB,10.33
2015,10,276,Monday,M01AB,9.66
2015,10,276,Tuesday,M01AB,3.83
2015,10,276,Wednesday,M01AB,4.66
2015,10,276,Thursday,M01AB,5.16
2015,10,276,Friday,M01AB,1.67
2015,10,276,Saturday,M01AB,10.34
2015,10,276,Sunday,M01AB,7.34
2015,10,276,Monday,M01AB,12.0
2015,10,276,Tuesday,M01AB,3.34
2015,10,276,Wednesday,M01AB,8.66
2015,10,276,Thursday,M01AB,4.33
2015,10,276,Friday,M01AB,7.0
2015,10,276,Saturday,M01AB,9.84
2015,10,276,Sunday,M01AB,3.0
2015,10,276,Monday,M01AB,9.0
2015,10,276,Tuesday,M01AB,4.33
2015,10,276,Wednesday,M01AB,1.0
